Enemie,Game,Relation
Bully,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Bully,Mario & Luigi: Paper Jam,ENEMY_IN
Bully,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Bully,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Bully,Super Mario Maker 2,ENEMY_IN
Bullet Bill,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Bullet Bill,Super Mario Kart,ENEMY_IN
Bullet Bill,Mario Party 2,ENEMY_IN
Bullet Bill,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Bullet Bill,Super Mario Bros. (Game & Watch),ENEMY_IN
Bullet Bill,Mario Kart DS,ENEMY_IN
Bullet Bill,Mario Party 3,ENEMY_IN
Bullet Bill,Mario & Luigi: Partners in Time,ENEMY_IN
Bullet Bill,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Bullet Bill,Mario Kart Wii,ENEMY_IN
Bullet Bill,Mario Party 5,ENEMY_IN
Bullet Bill,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Bullet Bill,Super Mario Land,ENEMY_IN
Bullet Bill,Mario Kart 7,ENEMY_IN
Bullet Bill,Mario Party 6,ENEMY_IN
Bullet Bill,Mario & Luigi: Paper Jam,ENEMY_IN
Bullet Bill,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Bullet Bill,Mario Kart Arcade GP DX,ENEMY_IN
Bullet Bill,Mario Party Advance,ENEMY_IN
Bullet Bill,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Bullet Bill,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Bullet Bill,Mario Party 7,ENEMY_IN
Bullet Bill,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Bullet Bill,Mario Kart Tour,ENEMY_IN
Bullet Bill,Mario Party 8,ENEMY_IN
Bullet Bill,Super Mario Sunshine,ENEMY_IN
Bullet Bill,Mario Kart World,ENEMY_IN
Bullet Bill,Mario Party 9,ENEMY_IN
Bullet Bill,New Super Mario Bros.,ENEMY_IN
Bullet Bill,Mario Party: Island Tour,ENEMY_IN
Bullet Bill,Super Mario Galaxy,ENEMY_IN
Bullet Bill,Mario Party 10,ENEMY_IN
Bullet Bill,New Super Mario Bros. Wii,ENEMY_IN
Bullet Bill,Super Mario Party,ENEMY_IN
Bullet Bill,Super Mario Galaxy 2,ENEMY_IN
Bullet Bill,Mario Party Superstars,ENEMY_IN
Bullet Bill,Super Mario 3D Land,ENEMY_IN
Bullet Bill,Super Mario Party Jamboree,ENEMY_IN
Bullet Bill,New Super Mario Bros. 2,ENEMY_IN
Bullet Bill,New Super Mario Bros. U,ENEMY_IN
Bullet Bill,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Bullet Bill,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Bullet Bill,Super Mario Run,ENEMY_IN
Bullet Bill,Super Mario Odyssey,ENEMY_IN
Bullet Bill,Super Mario Maker 2,ENEMY_IN
Bullet Bill,Super Mario Bros. Wonder,ENEMY_IN
Butterfly,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Butterfly,Super Mario Sunshine,ENEMY_IN
Butterfly,Super Mario Galaxy,ENEMY_IN
Butterfly,Super Mario Galaxy 2,ENEMY_IN
Butterfly,Super Mario Odyssey,ENEMY_IN
Buzzy Beetle,Super Mario Bros.,ENEMY_IN
Buzzy Beetle,Mario & Luigi: Paper Jam,ENEMY_IN
Buzzy Beetle,Super Mario Bros. The Lost Levels,ENEMY_IN
Buzzy Beetle,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Buzzy Beetle,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Buzzy Beetle,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Buzzy Beetle,Super Mario World,ENEMY_IN
Buzzy Beetle,New Super Mario Bros.,ENEMY_IN
Buzzy Beetle,New Super Mario Bros. Wii,ENEMY_IN
Buzzy Beetle,New Super Mario Bros. 2,ENEMY_IN
Buzzy Beetle,New Super Mario Bros. U,ENEMY_IN
Buzzy Beetle,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Buzzy Beetle,Super Mario Run,ENEMY_IN
Buzzy Beetle,Super Mario Maker 2,ENEMY_IN
Buzzy Beetle,Super Mario Bros. Wonder,ENEMY_IN
Candle,Mario vs. Donkey Kong,ENEMY_IN
Candle,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Candle,Mini Mario & Friends: amiibo Challenge,ENEMY_IN
Cataquack,Super Mario Sunshine,ENEMY_IN
Cataquack,Mario Kart: Double Dash!!,ENEMY_IN
Cataquack,Super Mario Galaxy,ENEMY_IN
Cataquack,Mario Kart Arcade GP subseries,ENEMY_IN
Cataquack,Mario Kart Wii,ENEMY_IN
Cataquack,Mario Kart World,ENEMY_IN
Charvaargh,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Charvaargh,Super Mario Maker 2,ENEMY_IN
Cheep Chomp,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Cheep Chomp,Mario Party: Island Tour,ENEMY_IN
Cheep Chomp,New Super Mario Bros.,ENEMY_IN
Cheep Chomp,Mario Party 10,ENEMY_IN
Cheep Chomp,New Super Mario Bros. Wii,ENEMY_IN
Cheep Chomp,Super Mario Party,ENEMY_IN
Cheep Chomp,New Super Mario Bros. 2,ENEMY_IN
Cheep Chomp,Mario Party Superstars,ENEMY_IN
Cheep Chomp,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Cheep Chomp,Super Mario Maker 2,ENEMY_IN
Chargin' Chuck,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Chargin' Chuck,Mario Kart Tour,ENEMY_IN
Chargin' Chuck,Super Mario Party,ENEMY_IN
Chargin' Chuck,Mario & Luigi: Paper Jam,ENEMY_IN
Chargin' Chuck,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Chargin' Chuck,Mario Kart World,ENEMY_IN
Chargin' Chuck,Super Mario Party Jamboree,ENEMY_IN
Chargin' Chuck,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Chargin' Chuck,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Chargin' Chuck,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Chargin' Chuck,Super Mario Odyssey,ENEMY_IN
Chain Chomp,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Chain Chomp,Mario Kart 64,ENEMY_IN
Chain Chomp,Mario Party 2,ENEMY_IN
Chain Chomp,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Chain Chomp,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Chain Chomp,Mario Kart: Double Dash!!,ENEMY_IN
Chain Chomp,Mario Party 3,ENEMY_IN
Chain Chomp,Mario & Luigi: Partners in Time,ENEMY_IN
Chain Chomp,Super Mario Sunshine,ENEMY_IN
Chain Chomp,Mario Kart DS,ENEMY_IN
Chain Chomp,Mario Party 4,ENEMY_IN
Chain Chomp,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Chain Chomp,New Super Mario Bros.,ENEMY_IN
Chain Chomp,Mario Kart Wii,ENEMY_IN
Chain Chomp,Mario Party 5,ENEMY_IN
Chain Chomp,Mario & Luigi: Dream Team,ENEMY_IN
Chain Chomp,Super Mario Galaxy,ENEMY_IN
Chain Chomp,Mario Kart 7,ENEMY_IN
Chain Chomp,Mario Party 6,ENEMY_IN
Chain Chomp,Mario & Luigi: Paper Jam,ENEMY_IN
Chain Chomp,New Super Mario Bros. Wii,ENEMY_IN
Chain Chomp,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Chain Chomp,Mario Party Advance,ENEMY_IN
Chain Chomp,Super Mario Galaxy 2,ENEMY_IN
Chain Chomp,Mario Kart Tour,ENEMY_IN
Chain Chomp,Mario Party 7,ENEMY_IN
Chain Chomp,Super Mario 3D Land,ENEMY_IN
Chain Chomp,Mario Kart Live: Home Circuit,ENEMY_IN
Chain Chomp,Mario Party 8,ENEMY_IN
Chain Chomp,New Super Mario Bros. 2,ENEMY_IN
Chain Chomp,Mario Party 9,ENEMY_IN
Chain Chomp,New Super Mario Bros. U / New Super Luigi U,ENEMY_IN
Chain Chomp,Mario Party: Island Tour,ENEMY_IN
Chain Chomp,Super Mario Maker subseries,ENEMY_IN
Chain Chomp,Mario Party 10,ENEMY_IN
Chain Chomp,Super Mario Odyssey,ENEMY_IN
Chain Chomp,Mario Party: Star Rush,ENEMY_IN
Chain Chomp,Mario Party: The Top 100,ENEMY_IN
Chain Chomp,Super Mario Party,ENEMY_IN
Chain Chomp,Mario Party Superstars,ENEMY_IN
Chain Chomp,Super Mario Party Jamboree,ENEMY_IN
Cheep Cheep,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Cheep Cheep,Super Mario Kart,ENEMY_IN
Cheep Cheep,Mario Party,ENEMY_IN
Cheep Cheep,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Cheep Cheep,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Cheep Cheep,Mario Kart 64,ENEMY_IN
Cheep Cheep,Mario Party 2,ENEMY_IN
Cheep Cheep,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Cheep Cheep,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Cheep Cheep,Mario Kart: Super Circuit,ENEMY_IN
Cheep Cheep,Mario Party 3,ENEMY_IN
Cheep Cheep,Mario & Luigi: Paper Jam,ENEMY_IN
Cheep Cheep,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Cheep Cheep,Mario Kart: Double Dash!!,ENEMY_IN
Cheep Cheep,Mario Party 4,ENEMY_IN
Cheep Cheep,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Cheep Cheep,Mario Kart Arcade GP / Mario Kart Arcade GP 2,ENEMY_IN
Cheep Cheep,Mario Party 5,ENEMY_IN
Cheep Cheep,Super Mario Sunshine,ENEMY_IN
Cheep Cheep,Mario Kart DS,ENEMY_IN
Cheep Cheep,Mario Party 6,ENEMY_IN
Cheep Cheep,New Super Mario Bros.,ENEMY_IN
Cheep Cheep,Mario Kart Wii,ENEMY_IN
Cheep Cheep,Mario Party Advance,ENEMY_IN
Cheep Cheep,Super Mario Galaxy,ENEMY_IN
Cheep Cheep,Mario Kart 7,ENEMY_IN
Cheep Cheep,Mario Party 7,ENEMY_IN
Cheep Cheep,New Super Mario Bros. Wii,ENEMY_IN
Cheep Cheep,Mario Kart Arcade GP DX,ENEMY_IN
Cheep Cheep,Mario Party 8,ENEMY_IN
Cheep Cheep,Super Mario Galaxy 2,ENEMY_IN
Cheep Cheep,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Cheep Cheep,Mario Party DS,ENEMY_IN
Cheep Cheep,Super Mario 3D Land,ENEMY_IN
Cheep Cheep,Mario Kart Tour,ENEMY_IN
Cheep Cheep,Mario Party 9,ENEMY_IN
Cheep Cheep,New Super Mario Bros. 2,ENEMY_IN
Cheep Cheep,Mario Kart Live: Home Circuit,ENEMY_IN
Cheep Cheep,Mario Party: Island Tour,ENEMY_IN
Cheep Cheep,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Cheep Cheep,Mario Kart World,ENEMY_IN
Cheep Cheep,Mario Party 10,ENEMY_IN
Cheep Cheep,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Cheep Cheep,Mario Party: Star Rush,ENEMY_IN
Cheep Cheep,Super Mario Maker series,ENEMY_IN
Cheep Cheep,Super Mario Party,ENEMY_IN
Cheep Cheep,Super Mario Odyssey,ENEMY_IN
Cheep Cheep,Super Mario Party Jamboree,ENEMY_IN
Cheep Cheep,Super Mario Bros. Wonder,ENEMY_IN
Clam,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Clam,Super Mario Sunshine,ENEMY_IN
Clampy,Super Mario Galaxy,ENEMY_IN
Clampy,Mario Kart 7,ENEMY_IN
Clampy,New Super Mario Bros. Wii,ENEMY_IN
Clampy,Mario Kart Tour,ENEMY_IN
Clampy,Super Mario Galaxy 2,ENEMY_IN
Clampy,Mario Kart 8 Deluxe,ENEMY_IN
Clampy,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Cobrat,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2 / Super Mario Advance,ENEMY_IN
Cobrat,Super Mario All-Stars / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Coin Coffer,Super Mario 3D Land,ENEMY_IN
Coin Coffer,New Super Mario Bros. 2,ENEMY_IN
Coin Coffer,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Coin Coffer,Super Mario Odyssey,ENEMY_IN
Conkdor,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Conkdor,Mario Party: Star Rush,ENEMY_IN
Conkdor,Super Mario Maker 2,ENEMY_IN
Conkdor,Super Mario Party,ENEMY_IN
Cooligan,New Super Mario Bros. Wii,ENEMY_IN
Cooligan,Mario Party 9,ENEMY_IN
Cooligan,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Cooligan,Super Mario Party Jamboree,ENEMY_IN
Crazee Dayzee,Super Smash Bros. Brawl,ENEMY_IN
Crazee Dayzee,Super Smash Bros. Ultimate,ENEMY_IN
Crowber,New Super Mario Bros.,ENEMY_IN
Crowber,New Super Mario Bros. Wii,ENEMY_IN
Crowber,New Super Mario Bros. 2,ENEMY_IN
Deep Cheep,New Super Mario Bros.,ENEMY_IN
Deep Cheep,New Super Mario Bros. Wii,ENEMY_IN
Deep Cheep,New Super Mario Bros. 2,ENEMY_IN
Deep Cheep,New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Deep Cheep,Super Mario Maker series,ENEMY_IN
Dino-Torch,Super Mario World,ENEMY_IN
Dino-Torch,Super Mario World: Super Mario Advance 2,ENEMY_IN
Dino Rhino,Super Mario World,ENEMY_IN
Dino Rhino,Super Mario All-Stars / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Dragoneel,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Dragoneel,Mario Party 10,ENEMY_IN
Dragoneel,Super Mario Maker 2,ENEMY_IN
Dragoneel,Super Mario Party,ENEMY_IN
Dragoneel,Super Mario Party Jamboree,ENEMY_IN
Eep Cheep,New Super Mario Bros. Wii,ENEMY_IN
Eep Cheep,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Eerie,Super Mario World,ENEMY_IN
Eerie,Super Mario World: Super Mario Advance 2,ENEMY_IN
Dry Bones,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Dry Bones,Mario Kart DS,ENEMY_IN
Dry Bones,Mario Party 7,ENEMY_IN
Dry Bones,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Dry Bones,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Dry Bones,Mario Kart Wii,ENEMY_IN
Dry Bones,Mario Party 8,ENEMY_IN
Dry Bones,Mario & Luigi: Partners in Time,ENEMY_IN
Dry Bones,New Super Mario Bros.,ENEMY_IN
Dry Bones,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Dry Bones,Mario Party DS,ENEMY_IN
Dry Bones,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Dry Bones,Super Mario Galaxy,ENEMY_IN
Dry Bones,Mario Kart Tour,ENEMY_IN
Dry Bones,Mario Party 9,ENEMY_IN
Dry Bones,Mario & Luigi: Dream Team,ENEMY_IN
Dry Bones,New Super Mario Bros. Wii,ENEMY_IN
Dry Bones,Mario Kart World,ENEMY_IN
Dry Bones,Mario Party: Island Tour,ENEMY_IN
Dry Bones,Mario & Luigi: Paper Jam,ENEMY_IN
Dry Bones,Super Mario Galaxy 2,ENEMY_IN
Dry Bones,Mario Party 10,ENEMY_IN
Dry Bones,Mario & Luigi: Brothership,ENEMY_IN
Dry Bones,Super Mario 3D Land,ENEMY_IN
Dry Bones,Mario Party: Star Rush,ENEMY_IN
Dry Bones,New Super Mario Bros. 2,ENEMY_IN
Dry Bones,Mario Party: The Top 100,ENEMY_IN
Dry Bones,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Dry Bones,Super Mario Party,ENEMY_IN
Dry Bones,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Dry Bones,Mario Party Superstars,ENEMY_IN
Dry Bones,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Dry Bones,Super Mario Party Jamboree,ENEMY_IN
Dry Bones,Super Mario Run,ENEMY_IN
Dry Bones,Super Mario Maker 2,ENEMY_IN
Dry Bones,Super Mario Bros. Wonder,ENEMY_IN
Fighter Fly,Super Mario Bros. Special,ENEMY_IN
Fighter Fly,Mario & Luigi: Superstar Saga,ENEMY_IN
Fighter Fly,Super Mario Maker,ENEMY_IN
Fighter Fly,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Fire Bar,Super Mario Bros. / Super Mario Bros. Special / Super Mario Bros.: The Lost Levels,ENEMY_IN
Fire Bar,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Fire Bar,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Fire Bar,New Super Mario Bros.,ENEMY_IN
Fire Bar,Super Mario Galaxy,ENEMY_IN
Fire Bar,New Super Mario Bros. Wii,ENEMY_IN
Fire Bar,Super Mario Galaxy 2,ENEMY_IN
Fire Bar,Super Mario 3D Land,ENEMY_IN
Fire Bar,New Super Mario Bros. 2,ENEMY_IN
Fire Bar,New Super Mario Bros. U,ENEMY_IN
Fire Bar,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Fire Bar,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Fire Bar,Super Mario Run,ENEMY_IN
Fire Bar,Super Mario Bros. Wonder,ENEMY_IN
Fire Chain,Super Mario Galaxy 2,ENEMY_IN
Fire Chain,Super Mario Run,ENEMY_IN
Fire Bro,Super Mario Bros. 3,ENEMY_IN
Fire Bro,Mario Kart 8,ENEMY_IN
Fire Bro,Mario & Luigi: Dream Team,ENEMY_IN
Fire Bro,New Super Mario Bros.,ENEMY_IN
Fire Bro,Mario Kart Tour,ENEMY_IN
Fire Bro,Mario & Luigi: Paper Jam,ENEMY_IN
Fire Bro,New Super Mario Bros. Wii,ENEMY_IN
Fire Bro,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Fire Bro,New Super Mario Bros. 2,ENEMY_IN
Fire Bro,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Fire Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Fire Bro,Mario & Luigi: Brothership,ENEMY_IN
Fire Bro,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Fire Bro,Super Mario Odyssey,ENEMY_IN
Fire Bro,Super Mario Maker 2,ENEMY_IN
Fire Piranha Plant,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Fire Piranha Plant,Mario Kart DS,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Fire Piranha Plant,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Fire Piranha Plant,Mario Kart Arcade GP DX / Mario Kart Arcade GP VR,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong: Minis March Again!,ENEMY_IN
Fire Piranha Plant,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Fire Piranha Plant,Mario Kart Tour,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong: Mini-Land Mayhem!,ENEMY_IN
Fire Piranha Plant,New Super Mario Bros.,ENEMY_IN
Fire Piranha Plant,Mario Kart 8 Deluxe,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong: Tipping Stars,ENEMY_IN
Fire Piranha Plant,Super Mario Galaxy / Super Mario Galaxy 2,ENEMY_IN
Fire Piranha Plant,Mario Kart World,ENEMY_IN
Fire Piranha Plant,New Super Mario Bros. Wii,ENEMY_IN
Fire Piranha Plant,Super Mario 3D Land,ENEMY_IN
Fire Piranha Plant,New Super Mario Bros. 2,ENEMY_IN
Fire Piranha Plant,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Fire Piranha Plant,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Fire Piranha Plant,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Fire Piranha Plant,Super Mario Odyssey,ENEMY_IN
Fire Piranha Plant,Super Mario Maker 2,ENEMY_IN
Fire Piranha Plant,Super Mario Bros. Wonder,ENEMY_IN
Fire Snake,Super Mario Bros. 3,ENEMY_IN
Fire Snake,Mario Kart DS,ENEMY_IN
Fire Snake,Super Mario World,ENEMY_IN
Fire Snake,Mario Kart Wii,ENEMY_IN
Fire Snake,New Super Mario Bros.,ENEMY_IN
Fire Snake,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Fire Snake,New Super Mario Bros. Wii,ENEMY_IN
Fire Snake,Mario Kart World,ENEMY_IN
Fire Snake,New Super Mario Bros. 2,ENEMY_IN
Fire Snake,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Fire Stalking Piranha Plant,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Fire Stalking Piranha Plant,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Fireball (obstacle),Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Fireball (obstacle),Super Mario Galaxy,ENEMY_IN
Fireball (obstacle),Super Mario Galaxy 2,ENEMY_IN
Fireball (obstacle),Super Mario Bros. Wonder,ENEMY_IN
Fishing Boo,Super Mario World,ENEMY_IN
Fishing Boo,Super Mario Run,ENEMY_IN
Fish Bone,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Fish Bone,Mario Kart 7,ENEMY_IN
Fish Bone,Mario Party 4,ENEMY_IN
Fish Bone,Mario & Luigi: Bowser's Inside Story,ENEMY_IN
Fish Bone,New Super Mario Bros. Wii,ENEMY_IN
Fish Bone,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Fish Bone,Mario Party 9,ENEMY_IN
Fish Bone,Mario & Luigi: Dream Team,ENEMY_IN
Fish Bone,New Super Mario Bros. 2,ENEMY_IN
Fish Bone,Mario Kart Tour,ENEMY_IN
Fish Bone,Mario Party 10,ENEMY_IN
Fish Bone,New Super Mario Bros. U / New Super Luigi U,ENEMY_IN
Fish Bone,Mario Kart Live: Home Circuit,ENEMY_IN
Fish Bone,Super Mario Party,ENEMY_IN
Fish Bone,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Fish Bone,Mario Kart World,ENEMY_IN
Fish Bone,Super Mario Party Jamboree,ENEMY_IN
Fish Bone,Super Mario Run,ENEMY_IN
Fish Bone,Super Mario Maker 2,ENEMY_IN
Flame Chomp,Super Mario Bros. 3,ENEMY_IN
Flame Chomp,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Flame Chomp,New Super Mario Bros.,ENEMY_IN
Flame Chomp,New Super Mario Bros. Wii,ENEMY_IN
Flame Chomp,New Super Mario Bros. 2,ENEMY_IN
Flame Chomp,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Flurry,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2,ENEMY_IN
Flurry,BS Super Mario USA,ENEMY_IN
Flurry,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Flutter,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Flutter,Super Mario Odyssey,ENEMY_IN
Flutter,Super Mario Maker 2,ENEMY_IN
Fly Guy,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Fly Guy,Mario Party,ENEMY_IN
Fly Guy,Mario & Luigi: Partners in Time,ENEMY_IN
Fly Guy,Super Smash Bros.,ENEMY_IN
Fly Guy,New Super Mario Bros.,ENEMY_IN
Fly Guy,Mario Party 2,ENEMY_IN
Fly Guy,Mario & Luigi: Dream Team,ENEMY_IN
Fly Guy,Super Smash Bros. Melee,ENEMY_IN
Fly Guy,Mario Party 4,ENEMY_IN
Fly Guy,Mario & Luigi: Paper Jam,ENEMY_IN
Fly Guy,Super Smash Bros. Brawl,ENEMY_IN
Fly Guy,Mario Party 6,ENEMY_IN
Fly Guy,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Fly Guy,Super Smash Bros. for Nintendo 3DS,ENEMY_IN
Fly Guy,Mario Party Advance,ENEMY_IN
Fly Guy,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Fly Guy,Super Smash Bros. Ultimate,ENEMY_IN
Fly Guy,Mario Party 7,ENEMY_IN
Fly Guy,Mario Party 8,ENEMY_IN
Fly Guy,Mario Party: Island Tour,ENEMY_IN
Fly Guy,Super Mario Party,ENEMY_IN
Fly Guy,Mario Party Superstars,ENEMY_IN
Foo,New Super Mario Bros. Wii,ENEMY_IN
Foo,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Freezie,Mario Kart: Double Dash!!,ENEMY_IN
Freezie,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Freezie,Mario Kart Live: Home Circuit,ENEMY_IN
Freezie,Mario Kart World,ENEMY_IN
Fuzzy,Super Mario World,ENEMY_IN
Fuzzy,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Fuzzy,Mario Party: Island Tour,ENEMY_IN
Fuzzy,New Super Mario Bros. Wii,ENEMY_IN
Fuzzy,Mario Kart Tour,ENEMY_IN
Fuzzy,Mario Party 10,ENEMY_IN
Fuzzy,Super Mario Galaxy 2,ENEMY_IN
Fuzzy,Mario Party: Star Rush,ENEMY_IN
Fuzzy,Super Mario 3D Land,ENEMY_IN
Fuzzy,Super Mario Party,ENEMY_IN
Fuzzy,New Super Mario Bros. 2,ENEMY_IN
Fuzzy,Super Mario Party Jamboree,ENEMY_IN
Fuzzy,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Fuzzy,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Fuzzy,Super Mario Run,ENEMY_IN
Fuzzy,Super Mario Odyssey,ENEMY_IN
Galoomba,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Galoomba,Mario Party 3,ENEMY_IN
