Boss,Game,Relation
Dry Bones,Super Mario World / Super Mario World: Super Mario Advance 2,BOSS_IN
Dry Bones,Mario Kart Wii,BOSS_IN
Dry Bones,Mario Party 8,BOSS_IN
Dry Bones,Mario & Luigi: Partners in Time,BOSS_IN
Dry Bones,New Super Mario Bros.,BOSS_IN
Dry Bones,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Dry Bones,Mario Party DS,BOSS_IN
Dry Bones,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Dry Bones,Super Mario Galaxy,BOSS_IN
Dry Bones,Mario Kart Tour,BOSS_IN
Dry Bones,Mario Party 9,BOSS_IN
Dry Bones,Mario & Luigi: Dream Team,BOSS_IN
Dry Bones,New Super Mario Bros. Wii,BOSS_IN
Dry Bones,Mario Kart World,BOSS_IN
Dry Bones,Mario Party: Island Tour,BOSS_IN
Dry Bones,Mario & Luigi: Paper Jam,BOSS_IN
Dry Bones,Super Mario Galaxy 2,BOSS_IN
Dry Bones,Mario Party 10,BOSS_IN
Dry Bones,Mario & Luigi: Brothership,BOSS_IN
Dry Bones,Super Mario 3D Land,BOSS_IN
Dry Bones,Mario Party: Star Rush,BOSS_IN
Dry Bones,New Super Mario Bros. 2,BOSS_IN
Dry Bones,Mario Party: The Top 100,BOSS_IN
Dry Bones,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Dry Bones,Super Mario Party,BOSS_IN
Dry Bones,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN
Dry Bones,Mario Party Superstars,BOSS_IN
Dry Bones,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN
Dry Bones,Super Mario Party Jamboree,BOSS_IN
Dry Bones,Super Mario Run,BOSS_IN
Dry Bones,Super Mario Maker 2,BOSS_IN
Dry Bones,Super Mario Bros. Wonder,BOSS_IN
Fawful,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Fawful,Mario & Luigi: Partners in Time,BOSS_IN
Fawful,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Fire Snake,Super Mario Bros. 3,BOSS_IN
Fire Snake,Mario Kart DS,BOSS_IN
Fire Snake,Super Mario World,BOSS_IN
Fire Snake,Mario Kart Wii,BOSS_IN
Fire Snake,New Super Mario Bros.,BOSS_IN
Fire Snake,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Fire Snake,New Super Mario Bros. Wii,BOSS_IN
Fire Snake,Mario Kart World,BOSS_IN
Fire Snake,New Super Mario Bros. 2,BOSS_IN
Fire Snake,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Fracktail,Super Smash Bros. Brawl,BOSS_IN
Fracktail,Super Smash Bros. for Wii U,BOSS_IN
Freezie,Mario Kart: Double Dash!!,BOSS_IN
Freezie,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Freezie,Mario Kart Live: Home Circuit,BOSS_IN
Freezie,Mario Kart World,BOSS_IN
Fryguy,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2,BOSS_IN
Fryguy,BS Super Mario USA,BOSS_IN
Giga Bowser,Super Smash Bros. Melee,BOSS_IN
Giga Bowser,Super Smash Bros. Brawl,BOSS_IN
Giga Bowser,Super Smash Bros. for Nintendo 3DS / Wii U,BOSS_IN
Giga Bowser,Super Smash Bros. Ultimate,BOSS_IN
Goomba Tower,Super Mario 3D Land,BOSS_IN
Goomba Tower,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Goomba Tower,Mario Party 9,BOSS_IN
Goomba Tower,Mario & Luigi: Paper Jam,BOSS_IN
Goomba Tower,New Super Mario Bros. 2,BOSS_IN
Goomba Tower,Mario Kart Tour,BOSS_IN
Goomba Tower,Mario Party: Island Tour,BOSS_IN
Goomba Tower,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Goomba Tower,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN
Goomba Tower,Mario Party 10,BOSS_IN
Goomba Tower,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Goomba Tower,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,BOSS_IN
Goomba Tower,Mario Party Superstars,BOSS_IN
Goomba Tower,Mario & Luigi: Brothership,BOSS_IN
Goomba Tower,Super Mario Odyssey,BOSS_IN
Goomba Tower,Super Mario Party Jamboree,BOSS_IN
Hammer Bro,Super Mario Bros. / Super Mario Bros.: The Lost Levels,BOSS_IN
Hammer Bro,Mario Kart: Super Circuit,BOSS_IN
Hammer Bro,Mario Party,BOSS_IN
Hammer Bro,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Hammer Bro,Super Mario Bros. 3,BOSS_IN
Hammer Bro,Mario Kart Wii,BOSS_IN
Hammer Bro,Mario Party 2,BOSS_IN
Hammer Bro,Mario & Luigi: Partners in Time,BOSS_IN
Hammer Bro,Super Mario World,BOSS_IN
Hammer Bro,Mario Kart 7,BOSS_IN
Hammer Bro,Mario Party 3,BOSS_IN
Hammer Bro,Mario & Luigi: Dream Team,BOSS_IN
Hammer Bro,New Super Mario Bros.,BOSS_IN
Hammer Bro,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Hammer Bro,Mario Party 5,BOSS_IN
Hammer Bro,Mario & Luigi: Paper Jam,BOSS_IN
Hammer Bro,New Super Mario Bros. Wii,BOSS_IN
Hammer Bro,Mario Kart Tour,BOSS_IN
Hammer Bro,Mario Party Advance,BOSS_IN
Hammer Bro,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Hammer Bro,Super Mario Galaxy 2,BOSS_IN
Hammer Bro,Mario Kart World,BOSS_IN
Hammer Bro,Mario Party 7,BOSS_IN
Hammer Bro,Mario & Luigi: Brothership,BOSS_IN
Hammer Bro,Super Mario 3D Land,BOSS_IN
Hammer Bro,Mario Party 8,BOSS_IN
Hammer Bro,New Super Mario Bros. 2,BOSS_IN
Hammer Bro,Mario Party DS,BOSS_IN
Hammer Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Hammer Bro,Mario Party 9,BOSS_IN
Hammer Bro,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN
Hammer Bro,Mario Party: Island Tour,BOSS_IN
Hammer Bro,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,BOSS_IN
Hammer Bro,Mario Party 10,BOSS_IN
Hammer Bro,Super Mario Odyssey,BOSS_IN
Hammer Bro,Mario Party: Star Rush,BOSS_IN
Hammer Bro,Super Mario Bros. Wonder,BOSS_IN
Hammer Bro,Mario Party: The Top 100,BOSS_IN
Hammer Bro,Super Mario Party,BOSS_IN
Hammer Bro,Mario Party Superstars,BOSS_IN
Hammer Bro,Super Mario Party Jamboree,BOSS_IN
Impostor Bowser,Super Mario Bros. / Super Mario Bros.: The Lost Levels / Super Mario Bros. Deluxe,BOSS_IN
Impostor Bowser,Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN
Impostor Bowser,Super Mario 3D Land,BOSS_IN
Impostor Bowser,Super Mario Run,BOSS_IN
Iggy,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN
Iggy,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Iggy,Mario & Luigi: Superstar Saga,BOSS_IN
Iggy,Super Smash Bros. for Nintendo 3DS / Wii U,BOSS_IN
Iggy,Super Mario World / Super Mario World: Super Mario Advance 2,BOSS_IN
Iggy,Mario Kart Tour,BOSS_IN
Iggy,Mario & Luigi: Paper Jam,BOSS_IN
Iggy,Super Smash Bros. Ultimate,BOSS_IN
Iggy,New Super Mario Bros. Wii,BOSS_IN
Iggy,Mario Kart Live: Home Circuit,BOSS_IN
Iggy,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Iggy,New Super Mario Bros. 2,BOSS_IN
Iggy,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Iggy,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Iggy,Super Mario Maker 2,BOSS_IN
King Bob-omb,Mario Kart DS,BOSS_IN
King Bob-omb,Mario Party 2,BOSS_IN
King Bob-omb,Mario & Luigi: Paper Jam,BOSS_IN
King Bob-omb,Mario Kart Arcade GP DX,BOSS_IN
King Bob-omb,Mario Party 5 / Mario Party: The Top 100,BOSS_IN
King Bob-omb,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
King Bob-omb,Mario Kart Tour,BOSS_IN
King Bob-omb,Mario Party Advance,BOSS_IN
King Bob-omb,Mario Party 8,BOSS_IN
King Bob-omb,Mario Party 9,BOSS_IN
King Bob-omb,Mario Party: Island Tour,BOSS_IN
King Bob-omb,Mario Party: Star Rush,BOSS_IN
King Bob-omb,Super Mario Party,BOSS_IN
King Bob-omb,Mario Party Superstars,BOSS_IN
King Bob-omb,Super Mario Party Jamboree,BOSS_IN
King Boo,Super Mario 64 DS,BOSS_IN
King Boo,Mario Kart: Double Dash!!,BOSS_IN
King Boo,Mario Party 8,BOSS_IN
King Boo,New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
King Boo,Mario Kart DS,BOSS_IN
King Boo,Mario Party 9,BOSS_IN
King Boo,Super Mario Bros. Wonder,BOSS_IN
King Boo,Mario Kart Arcade GP 2,BOSS_IN
King Boo,Mario Party 10,BOSS_IN
King Boo,Super Mario Run,BOSS_IN
King Boo,Mario Kart Wii,BOSS_IN
King Boo,Mario Party: Star Rush,BOSS_IN
King Boo,Mario Kart 8 Deluxe,BOSS_IN
King Boo,Mario Party Superstars,BOSS_IN
King Boo,Mario Kart Arcade GP DX,BOSS_IN
King Boo,Super Mario Party Jamboree,BOSS_IN
King Boo,Mario Kart Tour,BOSS_IN
King Boo,Mario Kart World,BOSS_IN
King K. Rool,Super Smash Bros. Ultimate,BOSS_IN
Lakitu,Super Mario Bros.,BOSS_IN
Lakitu,Mario Kart 7,BOSS_IN
Lakitu,Mario Party,BOSS_IN
Lakitu,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Lakitu,Super Mario Bros.: The Lost Levels,BOSS_IN
Lakitu,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Lakitu,Mario Party 2,BOSS_IN
Lakitu,Mario & Luigi: Partners in Time,BOSS_IN
Lakitu,Super Mario Bros. (Game & Watch),BOSS_IN
Lakitu,Mario Kart Arcade GP DX,BOSS_IN
Lakitu,Mario Party 3,BOSS_IN
Lakitu,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Lakitu,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN
Lakitu,Mario Kart Tour,BOSS_IN
Lakitu,Mario Party 4,BOSS_IN
Lakitu,Mario & Luigi: Dream Team,BOSS_IN
Lakitu,Super Mario World / Super Mario World: Super Mario Advance 2,BOSS_IN
Lakitu,Mario Kart World,BOSS_IN
Lakitu,Mario Party-e,BOSS_IN
Lakitu,Mario & Luigi: Paper Jam,BOSS_IN
Lakitu,Super Mario 64 / Super Mario 64 DS,BOSS_IN
Lakitu,Mario Party 5,BOSS_IN
Lakitu,Mario & Luigi: Brothership,BOSS_IN
Lakitu,New Super Mario Bros.,BOSS_IN
Lakitu,Mario Party 6,BOSS_IN
Lakitu,New Super Mario Bros. Wii,BOSS_IN
Lakitu,Mario Party Advance,BOSS_IN
Lakitu,Super Mario Galaxy 2,BOSS_IN
Lakitu,Mario Party 7,BOSS_IN
Lakitu,New Super Mario Bros. 2,BOSS_IN
Lakitu,Mario Party 8,BOSS_IN
Lakitu,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Lakitu,Mario Party 9,BOSS_IN
Lakitu,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,BOSS_IN
Lakitu,Mario Party: Island Tour,BOSS_IN
Lakitu,Super Mario Run,BOSS_IN
Lakitu,Mario Party 10,BOSS_IN
Lakitu,Super Mario Odyssey,BOSS_IN
Lakitu,Mario Party: Star Rush,BOSS_IN
Lakitu,Super Mario Bros. Wonder,BOSS_IN
Lakitu,Mario Party: The Top 100,BOSS_IN
Lakitu,Super Mario Party,BOSS_IN
Lakitu,Mario Party Superstars,BOSS_IN
Lakitu,Super Mario Party Jamboree,BOSS_IN
Larry,Super Mario Bros. 3,BOSS_IN
Larry,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Larry,Mario & Luigi: Superstar Saga,BOSS_IN
Larry,Super Smash Bros. for Nintendo 3DS / Wii U,BOSS_IN
Larry,Super Mario World,BOSS_IN
Larry,Mario Kart Tour,BOSS_IN
Larry,Mario & Luigi: Paper Jam,BOSS_IN
Larry,Super Smash Bros. Ultimate,BOSS_IN
Larry,New Super Mario Bros. Wii,BOSS_IN
Larry,Mario Kart Live: Home Circuit,BOSS_IN
Larry,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Larry,New Super Mario Bros. 2,BOSS_IN
Larry,Mario Kart World,BOSS_IN
Larry,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Larry,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Larry,Super Mario Maker 2,BOSS_IN
Ludwig,Super Mario Bros. 3,BOSS_IN
Ludwig,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Ludwig,Mario & Luigi: Superstar Saga,BOSS_IN
Ludwig,Super Smash Bros. Brawl,BOSS_IN
Ludwig,Super Mario World,BOSS_IN
Ludwig,Mario Kart Tour,BOSS_IN
Ludwig,Mario & Luigi: Paper Jam,BOSS_IN
Ludwig,Super Smash Bros. for Nintendo 3DS / Wii U,BOSS_IN
Ludwig,New Super Mario Bros. Wii,BOSS_IN
Ludwig,Mario Kart Live: Home Circuit,BOSS_IN
Ludwig,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Ludwig,Super Smash Bros. Ultimate,BOSS_IN
Ludwig,New Super Mario Bros. 2,BOSS_IN
Ludwig,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Ludwig,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Ludwig,Super Mario Maker 2,BOSS_IN
Magikoopa,Super Mario World,BOSS_IN
Magikoopa,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Magikoopa,Super Mario World 2: Yoshi's Island,BOSS_IN
Magikoopa,Mario & Luigi: Partners in Time,BOSS_IN
Magikoopa,Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN
Magikoopa,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Magikoopa,Super Mario Galaxy,BOSS_IN
Magikoopa,Mario & Luigi: Dream Team,BOSS_IN
Magikoopa,Super Mario Galaxy 2,BOSS_IN
Magikoopa,Mario & Luigi: Brothership,BOSS_IN
Magikoopa,Super Mario 3D Land,BOSS_IN
Magikoopa,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN
Magikoopa,Super Mario Maker series,BOSS_IN
Donkey Kong Jr.,Super Mario All-Stars / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN
Donkey Kong Jr.,Super Mario Kart,BOSS_IN
Donkey Kong Jr.,Super Mario Maker,BOSS_IN
Donkey Kong Jr.,Mario Kart: Double Dash!!,BOSS_IN
Donkey Kong Jr.,Mario Kart Tour,BOSS_IN
Mechakoopa,Super Mario World,BOSS_IN
Mechakoopa,Mario Kart: Super Circuit,BOSS_IN
Mechakoopa,Mario Party 5,BOSS_IN
Mechakoopa,Mario & Luigi: Superstar Saga,BOSS_IN
Mechakoopa,Super Mario Galaxy,BOSS_IN
Mechakoopa,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Mechakoopa,Mario Party Advance,BOSS_IN
Mechakoopa,Mario & Luigi: Dream Team,BOSS_IN
Mechakoopa,New Super Mario Bros. Wii,BOSS_IN
Mechakoopa,Mario Party 7,BOSS_IN
Mechakoopa,Mario & Luigi: Paper Jam,BOSS_IN
Mechakoopa,Super Mario Galaxy 2,BOSS_IN
Mechakoopa,Mario Party 9,BOSS_IN
Mechakoopa,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Mechakoopa,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,BOSS_IN
Mechakoopa,Mario Party 10,BOSS_IN
Mechakoopa,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Mechakoopa,Super Mario Maker 2,BOSS_IN
Mechakoopa,Super Mario Party,BOSS_IN
Mechakoopa,Super Mario Bros. Wonder,BOSS_IN
Mechakoopa,Super Mario Party Jamboree,BOSS_IN
Mega Dry Bones,New Super Mario Bros.,BOSS_IN
Mega Dry Bones,Mario Party: Island Tour,BOSS_IN
Mega Dry Bones,New Super Mario Bros. Wii,BOSS_IN
Mega Dry Bones,Mario Party: Star Rush,BOSS_IN
Mega Dry Bones,New Super Mario Bros. 2,BOSS_IN
Mega Dry Bones,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Mega Dry Bones,Super Mario Maker series,BOSS_IN
Mega Rocky Wrench,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN
Mega Rocky Wrench,Super Mario Maker 2,BOSS_IN
Meowser,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN
Meowser,Super Mario Maker 2,BOSS_IN
Metal Mario,Super Mario 64 / Super Mario 64 DS,BOSS_IN
Metal Mario,Mario Kart 7,BOSS_IN
Metal Mario,Super Smash Bros.,BOSS_IN
Metal Mario,Super Mario Odyssey,BOSS_IN
Metal Mario,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Metal Mario,Super Smash Bros. Melee,BOSS_IN
Metal Mario,Super Mario Bros. Wonder,BOSS_IN
Metal Mario,Mario Kart Arcade GP DX,BOSS_IN
Metal Mario,Super Smash Bros. Brawl,BOSS_IN
Metal Mario,Mario Kart Tour,BOSS_IN
Metal Mario,Super Smash Bros. for Nintendo 3DS / Super Smash Bros. for Wii U,BOSS_IN
Metal Mario,Mario Kart Live: Home Circuit,BOSS_IN
Metal Mario,Super Smash Bros. Ultimate,BOSS_IN
Monty Mole,Super Mario World,BOSS_IN
Monty Mole,Super Mario Kart,BOSS_IN
Monty Mole,Mario Party 3,BOSS_IN
Monty Mole,Mario & Luigi: Partners in Time,BOSS_IN
Monty Mole,Super Mario All-Stars / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN
Monty Mole,Mario Kart 64,BOSS_IN
Monty Mole,Mario Party 5,BOSS_IN
Monty Mole,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Monty Mole,Super Mario 64 / Super Mario 64 DS,BOSS_IN
Monty Mole,Mario Kart DS,BOSS_IN
Monty Mole,Mario Party 6,BOSS_IN
Monty Mole,Mario & Luigi: Dream Team,BOSS_IN
Monty Mole,Super Mario Sunshine,BOSS_IN
Monty Mole,Mario Kart Wii,BOSS_IN
Monty Mole,Mario Party Advance,BOSS_IN
Monty Mole,Mario & Luigi: Paper Jam,BOSS_IN
Monty Mole,New Super Mario Bros.,BOSS_IN
Monty Mole,Mario Kart 7,BOSS_IN
Monty Mole,Mario Party 7,BOSS_IN
Monty Mole,New Super Mario Bros. Wii,BOSS_IN
Monty Mole,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Monty Mole,Mario Party 8,BOSS_IN
Monty Mole,Super Mario 3D Land,BOSS_IN
Monty Mole,Mario Kart Tour,BOSS_IN
Monty Mole,Mario Party DS,BOSS_IN
Monty Mole,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Monty Mole,Mario Kart World,BOSS_IN
Monty Mole,Mario Party 9,BOSS_IN
Monty Mole,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN
Monty Mole,Mario Party: Island Tour,BOSS_IN
Monty Mole,Super Mario Maker 2,BOSS_IN
Monty Mole,Mario Party 10,BOSS_IN
Monty Mole,Game & Watch: Super Mario Bros.,BOSS_IN
Monty Mole,Mario Party: Star Rush,BOSS_IN
Monty Mole,Mario Party: The Top 100,BOSS_IN
Monty Mole,Super Mario Party,BOSS_IN
Monty Mole,Mario Party Superstars,BOSS_IN
Monty Mole,Super Mario Party Jamboree,BOSS_IN
Mouser,Super Mario Bros. 2,BOSS_IN
Mouser,Super Mario Advance,BOSS_IN
Mr. Blizzard,Mario Party 3,BOSS_IN
Mr. Blizzard,Mario Party 4,BOSS_IN
Mr. Blizzard,Mario Party 5,BOSS_IN
Mr. Blizzard,Mario Party 6,BOSS_IN
Mr. Blizzard,Mario Party Advance,BOSS_IN
Mr. Blizzard,Mario Party 7,BOSS_IN
Mr. Blizzard,Mario Party 8,BOSS_IN
Mr. Blizzard,Mario Party 9,BOSS_IN
Mr. Blizzard,Mario Party: Island Tour,BOSS_IN
Mr. Blizzard,Mario Party: The Top 100,BOSS_IN
Morton,Super Mario Bros. 3,BOSS_IN
Morton,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Morton,Mario & Luigi: Superstar Saga,BOSS_IN
Morton,Super Smash Bros. Brawl,BOSS_IN
Morton,Super Mario World,BOSS_IN
Morton,Mario Kart Tour,BOSS_IN
Morton,Mario & Luigi: Paper Jam,BOSS_IN
Morton,Super Smash Bros. for Nintendo 3DS / Wii U,BOSS_IN
Morton,New Super Mario Bros. Wii,BOSS_IN
Morton,Mario Kart Live: Home Circuit,BOSS_IN
Morton,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Morton,Super Smash Bros. Ultimate,BOSS_IN
Morton,New Super Mario Bros. 2,BOSS_IN
Morton,Mario Kart World,BOSS_IN
Morton,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Morton,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN
Morton,Super Mario Maker 2,BOSS_IN
Petey Piranha,Super Mario Sunshine,BOSS_IN
Petey Piranha,Mario Kart: Double Dash!!,BOSS_IN
Petey Piranha,Mario Party Advance,BOSS_IN
Petey Piranha,Mario & Luigi: Partners in Time,BOSS_IN
Petey Piranha,Super Smash Bros. Brawl,BOSS_IN
Petey Piranha,New Super Mario Bros.,BOSS_IN
Petey Piranha,Mario Kart Wii,BOSS_IN
Petey Piranha,Mario Party 10,BOSS_IN
Petey Piranha,Mario & Luigi: Paper Jam,BOSS_IN
Petey Piranha,Super Smash Bros. Ultimate,BOSS_IN
Petey Piranha,Mario Kart Tour,BOSS_IN
Petey Piranha,Mario Party: Star Rush,BOSS_IN
Petey Piranha,Mario Kart 8 Deluxe,BOSS_IN
Petey Piranha,Mario Party: The Top 100,BOSS_IN
Petey Piranha,Mario Party Superstars,BOSS_IN
Petey Piranha,Super Mario Party Jamboree,BOSS_IN
Pom Pom,Super Mario 3D Land,BOSS_IN
Pom Pom,Super Mario Party,BOSS_IN
Pom Pom,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN
Pom Pom,Super Mario Party Jamboree,BOSS_IN
Pom Pom,Super Mario Maker 2,BOSS_IN
Piranha Plant,Super Mario Bros.,BOSS_IN
Piranha Plant,Super Mario Kart,BOSS_IN
Piranha Plant,Mario Party,BOSS_IN
Piranha Plant,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN
Piranha Plant,Super Smash Bros. Ultimate,BOSS_IN
Piranha Plant,Super Mario Bros.: The Lost Levels,BOSS_IN
Piranha Plant,Mario Kart 64,BOSS_IN
Piranha Plant,Mario Party 2,BOSS_IN
Piranha Plant,Mario & Luigi: Partners in Time,BOSS_IN
Piranha Plant,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN
Piranha Plant,Mario Kart: Super Circuit,BOSS_IN
Piranha Plant,Mario Party 3,BOSS_IN
Piranha Plant,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Piranha Plant,Super Mario Land,BOSS_IN
Piranha Plant,Mario Kart: Double Dash!!,BOSS_IN
Piranha Plant,Mario Party 4,BOSS_IN
Piranha Plant,Mario & Luigi: Dream Team,BOSS_IN
Piranha Plant,Super Mario World,BOSS_IN
Piranha Plant,Mario Kart Arcade GP series,BOSS_IN
Piranha Plant,Mario Party 5,BOSS_IN
Piranha Plant,Mario & Luigi: Paper Jam,BOSS_IN
Piranha Plant,Super Mario Land 2: 6 Golden Coins,BOSS_IN
Piranha Plant,Mario Kart DS,BOSS_IN
Piranha Plant,Mario Party 6,BOSS_IN
Piranha Plant,Mario & Luigi: Brothership,BOSS_IN
Piranha Plant,Super Mario 64 / Super Mario 64 DS,BOSS_IN
Piranha Plant,Mario Kart Wii,BOSS_IN
Piranha Plant,Mario Party Advance,BOSS_IN
Piranha Plant,Super Mario Sunshine,BOSS_IN
Piranha Plant,Mario Kart 7,BOSS_IN
Piranha Plant,Mario Party 7,BOSS_IN
Piranha Plant,New Super Mario Bros.,BOSS_IN
Piranha Plant,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Piranha Plant,Mario Party 8,BOSS_IN
Piranha Plant,Super Mario Galaxy,BOSS_IN
Piranha Plant,Mario Kart Tour,BOSS_IN
Piranha Plant,Mario Party DS,BOSS_IN
Piranha Plant,New Super Mario Bros. Wii,BOSS_IN
Piranha Plant,Mario Kart Live: Home Circuit,BOSS_IN
Piranha Plant,Mario Party 9,BOSS_IN
Piranha Plant,Super Mario Galaxy 2,BOSS_IN
Piranha Plant,Mario Kart World,BOSS_IN
Piranha Plant,Mario Party: Island Tour,BOSS_IN
Piranha Plant,Super Mario 3D Land,BOSS_IN
Piranha Plant,Mario Party 10,BOSS_IN
Piranha Plant,New Super Mario Bros. 2,BOSS_IN
Piranha Plant,Mario Party: Star Rush,BOSS_IN
Piranha Plant,New Super Mario Bros. U,BOSS_IN
Piranha Plant,Super Mario Party,BOSS_IN
Piranha Plant,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN
Piranha Plant,Mario Party Superstars,BOSS_IN
Piranha Plant,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,BOSS_IN
Piranha Plant,Super Mario Run,BOSS_IN
Piranha Plant,Super Mario Odyssey,BOSS_IN
Piranha Plant,Super Mario Bros. Wonder,BOSS_IN
Princess Shroob,Mario & Luigi: Partners in Time,BOSS_IN
Princess Shroob,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN
Reznor,Super Mario World,BOSS_IN
Reznor,New Super Mario Bros. 2,BOSS_IN
Salvo the Slime,Mario Party 4,BOSS_IN
Salvo the Slime,Mario Party Advance,BOSS_IN
Roy,Super Mario Bros. 3,BOSS_IN
Roy,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN
Roy,Mario & Luigi: Superstar Saga,BOSS_IN
